periodo_academico: 202264, curso_codigo: EDUC_3183, curso_nombre: ACADEMIC READING AND WRITIN II, genero: hombre, cantidad_estudiantes: 48
periodo_academico: 202264, curso_codigo: ADMI_5046, curso_nombre: PASANT PRE-PROF PRACTICUM 3.2, genero: mujer, cantidad_estudiantes: 54
periodo_academico: 202264, curso_codigo: CONT_5010, curso_nombre: PASANT PRE-PROF PRACTICUM 3.2, genero: mujer, cantidad_estudiantes: 41
periodo_academico: 202264, curso_codigo: TURI_5006, curso_nombre: PASANT PRE-PROF PRACTICUM 3.2, genero: mujer, cantidad_estudiantes: 8
periodo_academico: 202264, curso_codigo: ADMI_4046, curso_nombre: PASANTI PRE-PROF PRACTICUM 3.1, genero: hombre, cantidad_estudiantes: 57
periodo_academico: 202264, curso_codigo: CONT_4000, curso_nombre: PASANTI PRE-PROF PRACTICUM 3.1, genero: hombre, cantidad_estudiantes: 37
periodo_academico: 202264, curso_codigo: TURI_4012, curso_nombre: PASANTI PRE-PROF PRACTICUM 3.1, genero: hombre, cantidad_estudiantes: 10
periodo_academico: 202264, curso_codigo: ADMI_4046, curso_nombre: PASANTI PRE-PROF PRACTICUM 3.1, genero: mujer, cantidad_estudiantes: 52
periodo_academico: 202264, curso_codigo: CONT_4000, curso_nombre: PASANTI PRE-PROF PRACTICUM 3.1, genero: mujer, cantidad_estudiantes: 31
periodo_academico: 202264, curso_codigo: TURI_4012, curso_nombre: PASANTI PRE-PROF PRACTICUM 3.1, genero: mujer, cantidad_estudiantes: 6
periodo_academico: 202264, curso_codigo: FDCE_3015, curso_nombre: PASANTIA PRE-PRO1, genero: hombre, cantidad_estudiantes: 9
periodo_academico: 202264, curso_codigo: FDCE_3015, curso_nombre: PASANTIA PRE-PRO1, genero: mujer, cantidad_estudiantes: 8
periodo_academico: 202264, curso_codigo: FDCE_4023, curso_nombre: PASANTIA PRE-PRO2, genero: hombre, cantidad_estudiantes: 18
periodo_academico: 202264, curso_codigo: FDCE_4023, curso_nombre: PASANTIA PRE-PRO2, genero: mujer, cantidad_estudiantes: 14
periodo_academico: 202264, curso_codigo: ADMI_3023, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 1, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: CONT_3002, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 1, genero: hombre, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: ADMI_3023, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 1, genero: mujer, cantidad_estudiantes: 8
periodo_academico: 202264, curso_codigo: CONT_3002, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 1, genero: mujer, cantidad_estudiantes: 11
periodo_academico: 202264, curso_codigo: ADMI_4045, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 2, genero: hombre, cantidad_estudiantes: 22
periodo_academico: 202264, curso_codigo: CONT_4008, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 2, genero: hombre, cantidad_estudiantes: 15
periodo_academico: 202264, curso_codigo: ADMI_4045, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 2, genero: mujer, cantidad_estudiantes: 42
periodo_academico: 202264, curso_codigo: CONT_4008, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 2, genero: mujer, cantidad_estudiantes: 19
periodo_academico: 202264, curso_codigo: TURI_3013, curso_nombre: PATRIMONIO NATURAL Y BIODIVERS, genero: hombre, cantidad_estudiantes: 23
periodo_academico: 202264, curso_codigo: TURI_3013, curso_nombre: PATRIMONIO NATURAL Y BIODIVERS, genero: mujer, cantidad_estudiantes: 19
periodo_academico: 202264, curso_codigo: EDUC_3113, curso_nombre: PEDAGOGIA, genero: hombre, cantidad_estudiantes: 93
periodo_academico: 202264, curso_codigo: EDUC_3113, curso_nombre: PEDAGOGIA, genero: mujer, cantidad_estudiantes: 63
periodo_academico: 202264, curso_codigo: UTPL_4000, curso_nombre: PERIODO ADICIONAL 1, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: UTPL_4000, curso_nombre: PERIODO ADICIONAL 1, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: UTPL_5000, curso_nombre: PERIODO ADICIONAL 2, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: UTPL_5000, curso_nombre: PERIODO ADICIONAL 2, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: ARTE_4020, curso_nombre: PINTURA, genero: mujer, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: DSOF_1074, curso_nombre: PLAN ESTRATEGIC TRANSF DIGITAL, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: TURI_4016, curso_nombre: PLANIFICACION DE DESTINOS TURI, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: TURI_4016, curso_nombre: PLANIFICACION DE DESTINOS TURI, genero: mujer, cantidad_estudiantes: 9
periodo_academico: 202264, curso_codigo: MINE_1007, curso_nombre: PLANIFICACION SUBTERRANEA, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: MINE_1007, curso_nombre: PLANIFICACION SUBTERRANEA, genero: mujer, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: DSOF_4070, curso_nombre: PLATAFORMAS MOVILES, genero: hombre, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: DSOF_4070, curso_nombre: PLATAFORMAS MOVILES, genero: mujer, cantidad_estudiantes: 14
periodo_academico: 202264, curso_codigo: ECON_3044, curso_nombre: POLITICA ECONOMICA, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: ECON_3044, curso_nombre: POLITICA ECONOMICA, genero: mujer, cantidad_estudiantes: 4
periodo_academico: 202264, curso_codigo: ECON_4009, curso_nombre: POLITICA ECONOMICA II, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: ECON_4009, curso_nombre: POLITICA ECONOMICA II, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: FDCE_2030, curso_nombre: POLITICA PUBLICA Y MARCO LEGA, genero: hombre, cantidad_estudiantes: 98
periodo_academico: 202264, curso_codigo: FDCE_2030, curso_nombre: POLITICA PUBLICA Y MARCO LEGA, genero: mujer, cantidad_estudiantes: 86
periodo_academico: 202264, curso_codigo: CONT_2026, curso_nombre: PRACTICA TRIBUTARIA, genero: hombre, cantidad_estudiantes: 131
periodo_academico: 202264, curso_codigo: CONT_2026, curso_nombre: PRACTICA TRIBUTARIA, genero: mujer, cantidad_estudiantes: 111
periodo_academico: 202264, curso_codigo: ADMI_2029, curso_nombre: PRACTICUM 1, genero: hombre, cantidad_estudiantes: 226
periodo_academico: 202264, curso_codigo: CONT_2029, curso_nombre: PRACTICUM 1, genero: hombre, cantidad_estudiantes: 103
periodo_academico: 202264, curso_codigo: EDUC_2120, curso_nombre: PRACTICUM 1, genero: hombre, cantidad_estudiantes: 54
periodo_academico: 202264, curso_codigo: TURI_2010, curso_nombre: PRACTICUM 1, genero: hombre, cantidad_estudiantes: 23
periodo_academico: 202264, curso_codigo: ADMI_2029, curso_nombre: PRACTICUM 1, genero: mujer, cantidad_estudiantes: 194
periodo_academico: 202264, curso_codigo: CONT_2029, curso_nombre: PRACTICUM 1, genero: mujer, cantidad_estudiantes: 124
periodo_academico: 202264, curso_codigo: ECON_2037, curso_nombre: PRACTICUM 1, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: EDUC_2120, curso_nombre: PRACTICUM 1, genero: mujer, cantidad_estudiantes: 69
periodo_academico: 202264, curso_codigo: TURI_2010, curso_nombre: PRACTICUM 1, genero: mujer, cantidad_estudiantes: 23
periodo_academico: 202264, curso_codigo: COMP_2011, curso_nombre: PRACTICUM 1.1, genero: hombre, cantidad_estudiantes: 31
periodo_academico: 202264, curso_codigo: COMP_2011, curso_nombre: PRACTICUM 1.1, genero: mujer, cantidad_estudiantes: 27
periodo_academico: 202264, curso_codigo: ADMI_3027, curso_nombre: PRACTICUM 2, genero: hombre, cantidad_estudiantes: 146
periodo_academico: 202264, curso_codigo: CONT_3037, curso_nombre: PRACTICUM 2, genero: hombre, cantidad_estudiantes: 94
periodo_academico: 202264, curso_codigo: ECON_3053, curso_nombre: PRACTICUM 2, genero: hombre, cantidad_estudiantes: 19
periodo_academico: 202264, curso_codigo: EDUC_3181, curso_nombre: PRACTICUM 2, genero: hombre, cantidad_estudiantes: 54
periodo_academico: 202264, curso_codigo: TURI_3017, curso_nombre: PRACTICUM 2, genero: hombre, cantidad_estudiantes: 15
periodo_academico: 202264, curso_codigo: ADMI_3027, curso_nombre: PRACTICUM 2, genero: mujer, cantidad_estudiantes: 142
periodo_academico: 202264, curso_codigo: CONT_3037, curso_nombre: PRACTICUM 2, genero: mujer, cantidad_estudiantes: 68
periodo_academico: 202264, curso_codigo: ECON_3053, curso_nombre: PRACTICUM 2, genero: mujer, cantidad_estudiantes: 16
periodo_academico: 202264, curso_codigo: EDUC_3181, curso_nombre: PRACTICUM 2, genero: mujer, cantidad_estudiantes: 53
periodo_academico: 202264, curso_codigo: TURI_3017, curso_nombre: PRACTICUM 2, genero: mujer, cantidad_estudiantes: 9
periodo_academico: 202264, curso_codigo: COMP_3019, curso_nombre: PRACTICUM 2.1, genero: hombre, cantidad_estudiantes: 18
periodo_academico: 202264, curso_codigo: COMP_3019, curso_nombre: PRACTICUM 2.1, genero: mujer, cantidad_estudiantes: 18
periodo_academico: 202264, curso_codigo: ADMI_4080, curso_nombre: PRACTICUM 3, genero: hombre, cantidad_estudiantes: 89
periodo_academico: 202264, curso_codigo: EDUC_3186, curso_nombre: PRACTICUM 3, genero: hombre, cantidad_estudiantes: 33
periodo_academico: 202264, curso_codigo: ADMI_4080, curso_nombre: PRACTICUM 3, genero: mujer, cantidad_estudiantes: 84
periodo_academico: 202264, curso_codigo: EDUC_3186, curso_nombre: PRACTICUM 3, genero: mujer, cantidad_estudiantes: 20
periodo_academico: 202264, curso_codigo: CONT_3038, curso_nombre: PRACTICUM 3 SERVICIO COMUNITA, genero: hombre, cantidad_estudiantes: 61
periodo_academico: 202264, curso_codigo: CONT_3038, curso_nombre: PRACTICUM 3 SERVICIO COMUNITA, genero: mujer, cantidad_estudiantes: 43
periodo_academico: 202264, curso_codigo: COMP_4010, curso_nombre: PRACTICUM 3 SERVICIO COMUNITAR, genero: hombre, cantidad_estudiantes: 9
periodo_academico: 202264, curso_codigo: TURI_3012, curso_nombre: PRACTICUM 3 SERVICIO COMUNITAR, genero: hombre, cantidad_estudiantes: 10
periodo_academico: 202264, curso_codigo: COMP_4010, curso_nombre: PRACTICUM 3 SERVICIO COMUNITAR, genero: mujer, cantidad_estudiantes: 17
periodo_academico: 202264, curso_codigo: TURI_3012, curso_nombre: PRACTICUM 3 SERVICIO COMUNITAR, genero: mujer, cantidad_estudiantes: 4
periodo_academico: 202264, curso_codigo: EDUC_4107, curso_nombre: PRACTICUM 4.1, genero: hombre, cantidad_estudiantes: 8
periodo_academico: 202264, curso_codigo: TURI_4020, curso_nombre: PRACTICUM 4.1, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: EDUC_4107, curso_nombre: PRACTICUM 4.1, genero: mujer, cantidad_estudiantes: 8
periodo_academico: 202264, curso_codigo: TURI_4020, curso_nombre: PRACTICUM 4.1, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: ADMI_4087, curso_nombre: PRACTICUM 4.1 TRAB DE INTE/EXA, genero: hombre, cantidad_estudiantes: 26
periodo_academico: 202264, curso_codigo: CONT_4032, curso_nombre: PRACTICUM 4.1 TRAB DE INTE/EXA, genero: hombre, cantidad_estudiantes: 46
periodo_academico: 202264, curso_codigo: ADMI_4087, curso_nombre: PRACTICUM 4.1 TRAB DE INTE/EXA, genero: mujer, cantidad_estudiantes: 25
periodo_academico: 202264, curso_codigo: CONT_4032, curso_nombre: PRACTICUM 4.1 TRAB DE INTE/EXA, genero: mujer, cantidad_estudiantes: 30
periodo_academico: 202264, curso_codigo: ECON_4115, curso_nombre: PRACTICUM 4.1:TRABAJO DE INT E, genero: hombre, cantidad_estudiantes: 6
periodo_academico: 202264, curso_codigo: ECON_4115, curso_nombre: PRACTICUM 4.1:TRABAJO DE INT E, genero: mujer, cantidad_estudiantes: 6
periodo_academico: 202264, curso_codigo: COMP_5022, curso_nombre: PRACTICUM 4.2, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: EDUC_4114, curso_nombre: PRACTICUM 4.2, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: TURI_5010, curso_nombre: PRACTICUM 4.2, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: COMP_5022, curso_nombre: PRACTICUM 4.2, genero: mujer, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: EDUC_4114, curso_nombre: PRACTICUM 4.2, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: TURI_5010, curso_nombre: PRACTICUM 4.2, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: ADMI_5068, curso_nombre: PRACTICUM 4.2 TRAB DE INTE/EXA, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: CONT_4034, curso_nombre: PRACTICUM 4.2 TRAB DE INTE/EXA, genero: hombre, cantidad_estudiantes: 4
periodo_academico: 202264, curso_codigo: ADMI_5068, curso_nombre: PRACTICUM 4.2 TRAB DE INTE/EXA, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: CONT_4034, curso_nombre: PRACTICUM 4.2 TRAB DE INTE/EXA, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: FDCE_4028, curso_nombre: PRACTICUM ACADE 3 ASESORIA TT, genero: hombre, cantidad_estudiantes: 22
periodo_academico: 202264, curso_codigo: FDCE_4028, curso_nombre: PRACTICUM ACADE 3 ASESORIA TT, genero: mujer, cantidad_estudiantes: 21
periodo_academico: 202264, curso_codigo: FDCE_3021, curso_nombre: PRACTICUM ACADEMICO 1, genero: hombre, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: FDCE_3021, curso_nombre: PRACTICUM ACADEMICO 1, genero: mujer, cantidad_estudiantes: 6
periodo_academico: 202264, curso_codigo: FDCE_4027, curso_nombre: PRACTICUM ACADEMICO 2, genero: hombre, cantidad_estudiantes: 27
periodo_academico: 202264, curso_codigo: FDCE_4027, curso_nombre: PRACTICUM ACADEMICO 2, genero: mujer, cantidad_estudiantes: 25
periodo_academico: 202264, curso_codigo: FINZ_1018, curso_nombre: PRESUPUESTOS, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: FINZ_1018, curso_nombre: PRESUPUESTOS, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: CONT_3027, curso_nombre: PRINCIPIOS DE AUDITORIA, genero: hombre, cantidad_estudiantes: 128
periodo_academico: 202264, curso_codigo: CONT_3027, curso_nombre: PRINCIPIOS DE AUDITORIA, genero: mujer, cantidad_estudiantes: 102
periodo_academico: 202264, curso_codigo: ECON_2032, curso_nombre: PRINCIPIOS DE MICROECONOMIA, genero: hombre, cantidad_estudiantes: 19
periodo_academico: 202264, curso_codigo: ECON_2032, curso_nombre: PRINCIPIOS DE MICROECONOMIA, genero: mujer, cantidad_estudiantes: 20
periodo_academico: 202264, curso_codigo: HOTE_1045, curso_nombre: PRINCIPIOS DEL TURISMO, genero: hombre, cantidad_estudiantes: 21
periodo_academico: 202264, curso_codigo: HOTE_1045, curso_nombre: PRINCIPIOS DEL TURISMO, genero: mujer, cantidad_estudiantes: 20
periodo_academico: 202264, curso_codigo: DSOF_2035, curso_nombre: PROG FUNCIONAL Y REACTIVA, genero: hombre, cantidad_estudiantes: 31
periodo_academico: 202264, curso_codigo: DSOF_2035, curso_nombre: PROG FUNCIONAL Y REACTIVA, genero: mujer, cantidad_estudiantes: 25
periodo_academico: 202264, curso_codigo: EDUC_3108, curso_nombre: PROPUESTA DE INVESTIGACION, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: EDUC_4105, curso_nombre: PROPUESTA DE INVESTIGACION, genero: hombre, cantidad_estudiantes: 86
periodo_academico: 202264, curso_codigo: EDUC_4106, curso_nombre: PROPUESTA DE INVESTIGACION, genero: hombre, cantidad_estudiantes: 82
periodo_academico: 202264, curso_codigo: EDUC_4118, curso_nombre: PROPUESTA DE INVESTIGACION, genero: hombre, cantidad_estudiantes: 9
periodo_academico: 202264, curso_codigo: EDUC_4105, curso_nombre: PROPUESTA DE INVESTIGACION, genero: mujer, cantidad_estudiantes: 81
periodo_academico: 202264, curso_codigo: EDUC_4106, curso_nombre: PROPUESTA DE INVESTIGACION, genero: mujer, cantidad_estudiantes: 79
periodo_academico: 202264, curso_codigo: EDUC_4118, curso_nombre: PROPUESTA DE INVESTIGACION, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: UTPL_1000, curso_nombre: PRORROGA 1, genero: hombre, cantidad_estudiantes: 13
periodo_academico: 202264, curso_codigo: UTPL_1000, curso_nombre: PRORROGA 1, genero: mujer, cantidad_estudiantes: 21
periodo_academico: 202264, curso_codigo: UTPL_2000, curso_nombre: PRORROGA 2, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: UTPL_2000, curso_nombre: PRORROGA 2, genero: mujer, cantidad_estudiantes: 6
periodo_academico: 202264, curso_codigo: ADMI_4092, curso_nombre: PROSPECTIVA EMPRESARIAL Y A, genero: hombre, cantidad_estudiantes: 22
periodo_academico: 202264, curso_codigo: ADMI_4092, curso_nombre: PROSPECTIVA EMPRESARIAL Y A, genero: mujer, cantidad_estudiantes: 15
periodo_academico: 202264, curso_codigo: COMP_5004, curso_nombre: PROYEC DE FIN DE CARRER GP4.1, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: COMP_5004, curso_nombre: PROYEC DE FIN DE CARRER GP4.1, genero: mujer, cantidad_estudiantes: 10
periodo_academico: 202264, curso_codigo: CONT_5012, curso_nombre: PROYECTO FIN CARRERA II GP 4.2, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: CONT_5012, curso_nombre: PROYECTO FIN CARRERA II GP 4.2, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: ADMI_4035, curso_nombre: PROYECTOS, genero: hombre, cantidad_estudiantes: 25
periodo_academico: 202264, curso_codigo: ADMI_4090, curso_nombre: PROYECTOS, genero: hombre, cantidad_estudiantes: 57
periodo_academico: 202264, curso_codigo: ADMI_4035, curso_nombre: PROYECTOS, genero: mujer, cantidad_estudiantes: 25
periodo_academico: 202264, curso_codigo: ADMI_4090, curso_nombre: PROYECTOS, genero: mujer, cantidad_estudiantes: 46
periodo_academico: 202264, curso_codigo: ECON_5034, curso_nombre: PROYECTOS II, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: COMP_1077, curso_nombre: PYTHON INTERMEDIO APLICADO A L, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: TURI_3015, curso_nombre: RECURSOS TANGIB E INTANGIB, genero: hombre, cantidad_estudiantes: 6
periodo_academico: 202264, curso_codigo: TURI_3015, curso_nombre: RECURSOS TANGIB E INTANGIB, genero: mujer, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: DRBD_4014, curso_nombre: REDES Y SISTEMAS DISTRIBUIDOS, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: DRBD_4014, curso_nombre: REDES Y SISTEMAS DISTRIBUIDOS, genero: mujer, cantidad_estudiantes: 17
periodo_academico: 202264, curso_codigo: HOTE_1040, curso_nombre: RELACIONES PUB Y PROTOCOLO, genero: hombre, cantidad_estudiantes: 43
periodo_academico: 202264, curso_codigo: HOTE_1040, curso_nombre: RELACIONES PUB Y PROTOCOLO, genero: mujer, cantidad_estudiantes: 43
periodo_academico: 202264, curso_codigo: EDUC_3184, curso_nombre: RESEARCH METHODS IN ELT, genero: hombre, cantidad_estudiantes: 47
periodo_academico: 202264, curso_codigo: EDUC_3184, curso_nombre: RESEARCH METHODS IN ELT, genero: mujer, cantidad_estudiantes: 31
periodo_academico: 202264, curso_codigo: ADMI_4088, curso_nombre: RESPONSABILIDAD SOCIAL EMPRE, genero: hombre, cantidad_estudiantes: 157
periodo_academico: 202264, curso_codigo: ADMI_4088, curso_nombre: RESPONSABILIDAD SOCIAL EMPRE, genero: mujer, cantidad_estudiantes: 145
periodo_academico: 202264, curso_codigo: ELEC_1018, curso_nombre: ROBOTICA INDUSTRIAL, genero: hombre, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: ELEC_1018, curso_nombre: ROBOTICA INDUSTRIAL, genero: mujer, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: EDUC_4113, curso_nombre: SECOND LANGUAGE ACQUISITION, genero: hombre, cantidad_estudiantes: 34
periodo_academico: 202264, curso_codigo: EDUC_4113, curso_nombre: SECOND LANGUAGE ACQUISITION, genero: mujer, cantidad_estudiantes: 32
periodo_academico: 202264, curso_codigo: DSOF_5015, curso_nombre: SEGURIDAD DE LA INFORMACION, genero: hombre, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: DSOF_5025, curso_nombre: SEGURIDAD DE LA INFORMACION, genero: hombre, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: DSOF_5015, curso_nombre: SEGURIDAD DE LA INFORMACION, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: DSOF_5025, curso_nombre: SEGURIDAD DE LA INFORMACION, genero: mujer, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: EDUC_4108, curso_nombre: SEMANTICS AND PRAGMATICS, genero: hombre, cantidad_estudiantes: 25
periodo_academico: 202264, curso_codigo: EDUC_4108, curso_nombre: SEMANTICS AND PRAGMATICS, genero: mujer, cantidad_estudiantes: 24
periodo_academico: 202264, curso_codigo: ADMI_5047, curso_nombre: SEMINARIO DE FIN DE CARRERA, genero: hombre, cantidad_estudiantes: 67
periodo_academico: 202264, curso_codigo: CONT_5004, curso_nombre: SEMINARIO DE FIN DE CARRERA, genero: hombre, cantidad_estudiantes: 57
periodo_academico: 202264, curso_codigo: ECON_5035, curso_nombre: SEMINARIO DE FIN DE CARRERA, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: FDCE_4031, curso_nombre: SEMINARIO DE FIN DE CARRERA, genero: hombre, cantidad_estudiantes: 23
periodo_academico: 202264, curso_codigo: TURI_5007, curso_nombre: SEMINARIO DE FIN DE CARRERA, genero: hombre, cantidad_estudiantes: 9
periodo_academico: 202264, curso_codigo: ADMI_5047, curso_nombre: SEMINARIO DE FIN DE CARRERA, genero: mujer, cantidad_estudiantes: 56
periodo_academico: 202264, curso_codigo: CONT_5004, curso_nombre: SEMINARIO DE FIN DE CARRERA, genero: mujer, cantidad_estudiantes: 44
periodo_academico: 202264, curso_codigo: FDCE_4031, curso_nombre: SEMINARIO DE FIN DE CARRERA, genero: mujer, cantidad_estudiantes: 23
periodo_academico: 202264, curso_codigo: TURI_5007, curso_nombre: SEMINARIO DE FIN DE CARRERA, genero: mujer, cantidad_estudiantes: 12
periodo_academico: 202264, curso_codigo: CONT_2035, curso_nombre: SISTEMAS DE COSTOS, genero: hombre, cantidad_estudiantes: 149
periodo_academico: 202264, curso_codigo: CONT_2035, curso_nombre: SISTEMAS DE COSTOS, genero: mujer, cantidad_estudiantes: 145
periodo_academico: 202264, curso_codigo: COMP_5020, curso_nombre: SISTEMAS INTELIGENTES, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: COMP_5020, curso_nombre: SISTEMAS INTELIGENTES, genero: mujer, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: COMP_3011, curso_nombre: SISTEMAS OPERATIVOS, genero: hombre, cantidad_estudiantes: 20
periodo_academico: 202264, curso_codigo: COMP_3011, curso_nombre: SISTEMAS OPERATIVOS, genero: mujer, cantidad_estudiantes: 23
periodo_academico: 202264, curso_codigo: TURI_4013, curso_nombre: SISTEMAS TECNOLOGICOS APLICADO, genero: hombre, cantidad_estudiantes: 10
periodo_academico: 202264, curso_codigo: TURI_4013, curso_nombre: SISTEMAS TECNOLOGICOS APLICADO, genero: mujer, cantidad_estudiantes: 9
periodo_academico: 202264, curso_codigo: EDUC_1109, curso_nombre: SOCIOLOGIA DE LA EDUCACION, genero: hombre, cantidad_estudiantes: 97
periodo_academico: 202264, curso_codigo: EDUC_1109, curso_nombre: SOCIOLOGIA DE LA EDUCACION, genero: mujer, cantidad_estudiantes: 101
periodo_academico: 202264, curso_codigo: ADMI_3024, curso_nombre: SOSTENIBILIDAD EMPRESARIAL, genero: hombre, cantidad_estudiantes: 185
periodo_academico: 202264, curso_codigo: ADMI_3024, curso_nombre: SOSTENIBILIDAD EMPRESARIAL, genero: mujer, cantidad_estudiantes: 190
periodo_academico: 202264, curso_codigo: EDUC_4110, curso_nombre: TEACHING CULTURE IN THE EFL CL, genero: hombre, cantidad_estudiantes: 37
periodo_academico: 202264, curso_codigo: EDUC_4110, curso_nombre: TEACHING CULTURE IN THE EFL CL, genero: mujer, cantidad_estudiantes: 28
periodo_academico: 202264, curso_codigo: FDCE_4038, curso_nombre: TEACHING TECHNIQUES, genero: hombre, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: FDCE_4038, curso_nombre: TEACHING TECHNIQUES, genero: mujer, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: IDIO_2023, curso_nombre: TECHNOLOGY IN THE EFL CLASSROO, genero: hombre, cantidad_estudiantes: 71
periodo_academico: 202264, curso_codigo: IDIO_2023, curso_nombre: TECHNOLOGY IN THE EFL CLASSROO, genero: mujer, cantidad_estudiantes: 74
periodo_academico: 202264, curso_codigo: ESTA_2022, curso_nombre: TECNICAS DE INFERENCIA ESTADIS, genero: hombre, cantidad_estudiantes: 275
periodo_academico: 202264, curso_codigo: ESTA_2022, curso_nombre: TECNICAS DE INFERENCIA ESTADIS, genero: mujer, cantidad_estudiantes: 290
periodo_academico: 202264, curso_codigo: COMP_5023, curso_nombre: TECNOLOGIAS EMERGENTES, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: COMP_5023, curso_nombre: TECNOLOGIAS EMERGENTES, genero: mujer, cantidad_estudiantes: 4
periodo_academico: 202264, curso_codigo: DSOF_2043, curso_nombre: TECNOLOGIAS WEB, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: EDUC_2089, curso_nombre: TEFL METHODOLOGY AND DIDACTICS, genero: hombre, cantidad_estudiantes: 74
periodo_academico: 202264, curso_codigo: EDUC_2089, curso_nombre: TEFL METHODOLOGY AND DIDACTICS, genero: mujer, cantidad_estudiantes: 69
periodo_academico: 202264, curso_codigo: ECON_2031, curso_nombre: TEORIA MACROECONOMICA, genero: hombre, cantidad_estudiantes: 277
periodo_academico: 202264, curso_codigo: ECON_2031, curso_nombre: TEORIA MACROECONOMICA, genero: mujer, cantidad_estudiantes: 265
periodo_academico: 202264, curso_codigo: ECON_2030, curso_nombre: TEORIA MICROECONOMICA, genero: hombre, cantidad_estudiantes: 270
periodo_academico: 202264, curso_codigo: ECON_2030, curso_nombre: TEORIA MICROECONOMICA, genero: mujer, cantidad_estudiantes: 258
periodo_academico: 202264, curso_codigo: ECON_5039, curso_nombre: TEORIAS DE ACUMULACION Y CREC, genero: hombre, cantidad_estudiantes: 1
